name;open;high;low;close;volume;marketCap;timestamp
"2781";36.703028913;37.2683039917;36.3130640616;36.5167634665;570431590.35;13427798850.65;"2024-02-21T12:00:00.000Z"
"2781";36.5184219091;36.9636192984;36.2799741242;36.2998831235;496713780.46;13348095269.58;"2024-02-21T15:00:00.000Z"
"2781";36.2986659496;36.8743994568;36.0155655906;36.7068409362;507596889.9;13500974136.68;"2024-02-21T18:00:00.000Z"
"2781";36.7115953355;37.7003785562;36.7115953355;37.6354379769;522409643.36;13842518281.9;"2024-02-21T21:00:00.000Z"
"2781";37.6334661145;37.6519161063;36.6467870922;36.9095774047;521776053.9;13920475395.4;"2024-02-22T00:00:00.000Z"
"2781";36.9077631939;37.0962994758;36.7329197474;36.9993924087;534853764.13;13954417292.25;"2024-02-22T03:00:00.000Z"
"2781";36.9994213602;38.0506528321;36.9972646606;37.9962356978;544656855.02;14330381368.08;"2024-02-22T06:00:00.000Z"
"2781";37.9932384512;38.1651045034;37.4158553573;37.5159160785;516438370.01;14149232431.01;"2024-02-22T09:00:00.000Z"
"2781";37.5077970267;37.5967478218;36.5813631403;37.2768619413;499848545.84;14059086323.5;"2024-02-22T12:00:00.000Z"
"2781";37.2831627166;37.4955267543;36.9529343585;37.2941842715;476984063.27;14065701893.62;"2024-02-22T15:00:00.000Z"
"2781";37.2941842715;37.7062472469;37.2096916611;37.5970830399;460537542.98;14179949867.19;"2024-02-22T18:00:00.000Z"
"2781";37.5960979206;37.6118316987;36.7086192172;36.7507263868;457923442.08;13860799187.08;"2024-02-22T21:00:00.000Z"
"2781";36.7461840045;36.9066355069;36.2232465838;36.2232465838;447186777.58;13661880404.13;"2024-02-23T00:00:00.000Z"
"2781";36.2264132299;36.5711863591;36.1182401403;36.5606595511;458404047.18;13789407413.93;"2024-02-23T03:00:00.000Z"
"2781";36.5626650798;36.7190545536;36.1448240615;36.194368394;442716863.9;13651261950.45;"2024-02-23T06:00:00.000Z"
"2781";36.1896888653;36.8276822348;36.1839029607;36.751398382;421968970.66;13861362364.79;"2024-02-23T09:00:00.000Z"
"2781";36.7538390334;36.7670791099;36.0866558784;36.4796186578;425010061.77;13759001178.85;"2024-02-23T12:00:00.000Z"
"2781";36.4821486199;36.4821486199;35.2615324901;36.3229931077;503128274.24;13699926791.32;"2024-02-23T15:00:00.000Z"
"2781";36.3266002238;36.4946523626;36.1438876195;36.4871352786;487992333.56;13761788248.55;"2024-02-23T18:00:00.000Z"
"2781";36.4850403038;36.4850403038;35.4998103501;35.9263180342;474695415.56;13550928644.63;"2024-02-23T21:00:00.000Z"
"2781";35.9259334452;36.0777428568;35.2357295154;35.5769099873;475272400.99;13419081782.99;"2024-02-24T00:00:00.000Z"
"2781";35.5799882744;36.2056538661;35.5094314947;36.2056538661;471821484.24;13656190110.75;"2024-02-24T03:00:00.000Z"
