name;open;high;low;close;volume;marketCap;timestamp
"2781";7.3083118093;7.4255167743;7.265606408;7.3011314397;334662912.47;9355709452.52;"2024-02-21T12:00:00.000Z"
"2781";7.3015752243;7.4180015413;7.2908590563;7.3291444413;289406470.04;9430410741.78;"2024-02-21T15:00:00.000Z"
"2781";7.3292358019;7.3668130228;7.2654674291;7.3150406445;281711214.81;9375495247.3;"2024-02-21T18:00:00.000Z"
"2781";7.3179491022;7.4848766727;7.3179491022;7.4683029063;276903183.6;9571980582.44;"2024-02-21T21:00:00.000Z"
"2781";7.4692880581;7.4700212283;7.2854818027;7.332900623;259730603.85;9398455430.54;"2024-02-22T00:00:00.000Z"
"2781";7.332856401;7.410108924;7.3267744941;7.3858598839;267327672.24;9466508205.38;"2024-02-22T03:00:00.000Z"
"2781";7.3859125549;7.5861661993;7.3859125549;7.5861661993;261508546.76;9723287321.41;"2024-02-22T06:00:00.000Z"
"2781";7.585567518;7.6001086258;7.5007218608;7.530678991;246502828.76;9652481174.11;"2024-02-22T09:00:00.000Z"
"2781";7.5295675196;7.5438418681;7.4069562572;7.539019289;236755286.39;9663207443.15;"2024-02-22T12:00:00.000Z"
"2781";7.5391149111;7.6042843174;7.5250706698;7.6029022591;233796869.21;9746912795.9;"2024-02-22T15:00:00.000Z"
"2781";7.6032966748;7.6614282358;7.550397098;7.6354535389;238490422.87;9789215075.21;"2024-02-22T18:00:00.000Z"
"2781";7.6364721066;7.6445565907;7.4699062399;7.4828910971;239367256.98;9593636584.45;"2024-02-22T21:00:00.000Z"
"2781";7.4824913882;7.5216971036;7.3996526496;7.3996526496;235814421.69;9487147350.05;"2024-02-23T00:00:00.000Z"
"2781";7.3995157074;7.4312734706;7.3447601594;7.4235064342;245992780.7;9517730427.35;"2024-02-23T03:00:00.000Z"
"2781";7.423786502;7.4544280531;7.2934742469;7.2950643931;244803596.25;9391014162.61;"2024-02-23T06:00:00.000Z"
"2781";7.2955897545;7.3590959439;7.2879935718;7.3501554988;216782153.72;9424025455.52;"2024-02-23T09:00:00.000Z"
"2781";7.3503462199;7.4920964846;7.2793795424;7.4920964846;217137194.63;9606042466.47;"2024-02-23T12:00:00.000Z"
"2781";7.4928566369;7.5537352182;7.3147380374;7.5355293422;263476512.83;9702610702.75;"2024-02-23T15:00:00.000Z"
"2781";7.5355491349;7.6340975195;7.5101433132;7.6330293597;251096856.58;9788975479.79;"2024-02-23T18:00:00.000Z"
"2781";7.6333692981;7.6360717138;7.4631818046;7.5634156931;249643272.05;9699717327.86;"2024-02-23T21:00:00.000Z"
"2781";7.5633812271;7.6254593141;7.4448600599;7.5907947946;261314105.24;9735063455.56;"2024-02-24T00:00:00.000Z"
"2781";7.5913152427;7.7342483472;7.5823357159;7.696738346;261707657.67;9870934177.4;"2024-02-24T03:00:00.000Z"
"2781";7.6963347917;7.8069432838;7.6906915179;7.7337914463;274019656.39;10040066762.78;"2024-02-24T06:00:00.000Z"
"2781";7.7353098856;7.7740749346;7.724480714;7.7518578818;278583466.7;9942163927.91;"2024-02-24T09:00:00.000Z"
