name;open;high;low;close;volume;marketCap;timestamp
"2781";1.0632589213;1.1326059647;1.0577899288;1.1188733694;38309588.66;1166890063.81;"2024-01-29T00:00:00.000Z"
"2781";1.1189436702;1.2094568053;1.1146124514;1.1302748739;103149652.57;1179410116.34;"2024-01-30T00:00:00.000Z"
"2781";1.1306854332;1.1948338563;1.1079739829;1.1480716008;89533819.52;1198861212.52;"2024-01-31T00:00:00.000Z"
"2781";1.1480963567;1.2380120206;1.1115663978;1.2162935554;119326180.52;1270588881.23;"2024-02-01T00:00:00.000Z"
"2781";1.2163589115;1.2785171779;1.2121871035;1.2369908826;97136022.76;1293053225.31;"2024-02-02T00:00:00.000Z"
"2781";1.2366070218;1.2499030949;1.192335362;1.1988742163;40068022.3;1253871841.86;"2024-02-03T00:00:00.000Z"
"2781";1.1990105753;1.2265562159;1.1630587488;1.1668461796;39336275.22;1221264425.57;"2024-02-04T00:00:00.000Z"
"2781";1.1667926127;1.2203330777;1.1445301617;1.1800889364;40107721.95;1235650112.44;"2024-02-05T00:00:00.000Z"
"2781";1.1801370044;1.195965882;1.1366116999;1.1435889982;36420879.47;1198214721.04;"2024-02-06T00:00:00.000Z"
"2781";1.1434415181;1.1875864285;1.1212053764;1.1848219356;35312672.19;1242127366.13;"2024-02-07T00:00:00.000Z"
"2781";1.184901277;1.2339127714;1.1771224083;1.1833507135;51485552.71;1241127911.34;"2024-02-08T00:00:00.000Z"
"2781";1.1833967761;1.2862961685;1.1801823126;1.2717121057;68468997.03;1334554426.81;"2024-02-09T00:00:00.000Z"
"2781";1.271686161;1.3484048881;1.2708664732;1.3100660871;122946127.8;1375409100.78;"2024-02-10T00:00:00.000Z"
"2781";1.3101316285;1.3972975252;1.2761035428;1.385814125;151076338.59;1455843094.39;"2024-02-11T00:00:00.000Z"
"2781";1.3856793552;1.4421938297;1.3328992652;1.3995691908;111529212.8;1470983345.02;"2024-02-12T00:00:00.000Z"
"2781";1.3991481234;1.4347938831;1.3508000614;1.403475528;102587761.53;1475880236.6;"2024-02-13T00:00:00.000Z"
"2781";1.4032833426;1.5538660153;1.380459248;1.4879298964;162163378.85;1565735503.28;"2024-02-14T00:00:00.000Z"
"2781";1.4880370189;1.5401307473;1.429202269;1.4373749347;129386157.88;1513217992.76;"2024-02-15T00:00:00.000Z"
"2781";1.4374878187;1.4627875526;1.3494999844;1.3846329731;93708777.35;1458503449.37;"2024-02-16T00:00:00.000Z"
"2781";1.384261744;1.3925201365;1.3183895225;1.3604855234;53402748.78;1433836513.78;"2024-02-17T00:00:00.000Z"
"2781";1.3605414549;1.4206199002;1.3406439527;1.415127501;56358049.61;1492390049.04;"2024-02-18T00:00:00.000Z"
"2781";1.4150578313;1.4270913984;1.3602737424;1.3772480033;68852962.21;1453135401.04;"2024-02-19T00:00:00.000Z"
"2781";1.377344776;1.4558824326;1.297931412;1.352971614;114855536.5;1428259437.52;"2024-02-20T00:00:00.000Z"
"2781";1.3527834821;1.3527834821;1.2487674824;1.294964206;64308960.18;1367977958.99;"2024-02-21T00:00:00.000Z"
"2781";1.2949150682;1.3054530678;1.2438018376;1.267123257;49445817.86;1339180751.3;"2024-02-22T00:00:00.000Z"
"2781";1.2671043396;1.288421953;1.2288317204;1.2531369908;38770757.34;1325092464.94;"2024-02-23T00:00:00.000Z"
"2781";1.2527808013;1.3246929217;1.2251179303;1.3169645399;49504127.35;1393288591.4;"2024-02-24T00:00:00.000Z"
"2781";1.3169517199;1.3169517199;1.2720820955;1.2922803992;31918806.91;1367932256.25;"2024-02-25T00:00:00.000Z"
"2781";1.2923915038;1.3430969467;1.2418935175;1.3349457829;56023882.83;1413683990.03;"2024-02-26T00:00:00.000Z"
"2781";1.3349698774;1.3530159809;1.2867860719;1.3077834502;61027506.59;1385722019.6;"2024-02-27T00:00:00.000Z"
