name;open;high;low;close;volume;marketCap;timestamp
"2781";22436.8167758974;22584.2938087023;19628.2543094205;22163.949951915;192057466346.41;428114557464.91;"2023-03-06T00:00:00.000Z"
"2781";22156.4066753221;28440.5612172583;21918.19993089;28038.6749467651;305833103060.12;541771324421.11;"2023-03-13T00:00:00.000Z"
"2781";28041.6019174942;28803.3359206694;26759.9962331222;27994.3295142227;191720356212.36;541106062437.58;"2023-03-20T00:00:00.000Z"
"2781";27994.0679232525;29159.9026178662;26606.6890011395;28199.3083837745;121255230917;545245950698.05;"2023-03-27T00:00:00.000Z"
"2781";28183.0803582438;28739.2381106536;27276.7199488097;28333.0500476249;98141424556.12;548015190714.46;"2023-04-03T00:00:00.000Z"
"2781";28336.0282374011;31005.6080444729;28189.2707713694;30315.3554561203;142518888450.61;586546802552.23;"2023-04-10T00:00:00.000Z"
"2781";30317.1456974152;30470.3020147381;27169.5711204099;27591.3846319068;129935327802.89;534020212996.71;"2023-04-17T00:00:00.000Z"
"2781";27591.7295218905;29995.8384911174;27070.8494995525;29268.8070431626;137303647008.64;566661285145.37;"2023-04-24T00:00:00.000Z"
"2781";29227.1039819099;29820.1266220765;27680.7926396911;28454.9782855135;114911964254.11;551083296208.8;"2023-05-01T00:00:00.000Z"
"2781";28450.4574779637;28663.2723318452;25878.428829536;26930.6378455643;109959496438.77;521742220416.76;"2023-05-08T00:00:00.000Z"
"2781";26931.3846319054;27646.3481186699;26415.1014830457;26753.8256390547;84459727715.84;518489461930.79;"2023-05-15T00:00:00.000Z"
"2781";26749.8932054031;28193.448532831;25890.5944753459;28085.6473607492;90053064704.55;544483610242.01;"2023-05-22T00:00:00.000Z"
"2781";28075.5921411669;28432.0387169709;26574.6444212308;27119.0671931263;91351657572.02;525920232790.71;"2023-05-29T00:00:00.000Z"
"2781";27123.1099638092;27332.1809565185;25434.8671315473;25940.1680803434;116498927148.53;503230985845.05;"2023-06-05T00:00:00.000Z"
"2781";25934.2855973595;26769.3945019205;24797.1678486154;26336.213003281;92905085602.87;511079706782.86;"2023-06-12T00:00:00.000Z"
"2781";26335.4423696201;31389.5381281357;26312.8318076296;30480.2616057375;138005623533.5;591683600297.12;"2023-06-19T00:00:00.000Z"
"2781";30480.523973069;31256.8626995544;29600.2759394191;30620.7702634481;106681707513.27;594601955892.83;"2023-06-26T00:00:00.000Z"
"2781";30624.5163112716;31460.053612688;29777.2844100844;30171.2335717583;90491031635.34;586079772336.97;"2023-07-03T00:00:00.000Z"
"2781";30172.4229553721;31814.5148120678;29966.3871365008;30249.1328102967;102917922457.03;587778068681.36;"2023-07-10T00:00:00.000Z"
"2781";30249.626617143;30336.4001335;29556.428372971;30084.5392407563;81229098740.57;584762966697.84;"2023-07-17T00:00:00.000Z"
"2781";30081.6616445789;30093.3942473004;28934.2941602457;29275.307946897;76309629497.45;569216997017.29;"2023-07-24T00:00:00.000Z"
"2781";29278.3140543721;29987.9971121967;28657.0238197426;29041.8561709403;87827001051.05;564864625278.2;"2023-07-31T00:00:00.000Z"
"2781";29038.5128459431;30176.7962374838;28724.1405310678;29282.9143793982;85153014452.96;569738074810.23;"2023-08-07T00:00:00.000Z"
"2781";29283.262942771;29660.2543392724;25409.1116027686;26189.5846686604;116418274959.8;509733936200.2;"2023-08-14T00:00:00.000Z"
"2781";26188.6906508187;26786.8976054909;25520.728490709;26089.6934716635;83086807452.36;507949530130.7;"2023-08-21T00:00:00.000Z"
"2781";26089.6149228858;28089.3380271543;25362.6091281569;25969.5673526316;113161627782.68;505774022624.31;"2023-08-28T00:00:00.000Z"
"2781";25968.1701334655;26414.005974773;25404.3596799132;25832.2262469114;69814611152.08;503258420290.44;"2023-09-04T00:00:00.000Z"
"2781";25831.7155007322;26840.4979252215;24930.2974941684;26534.18751685;85796699859.87;517116820259.64;"2023-09-11T00:00:00.000Z"
"2781";26532.9947937991;27488.7638021952;26221.050004588;26256.8257867445;82251905212.03;511876976253.54;"2023-09-18T00:00:00.000Z"
"2781";26253.7752994376;28047.2377100269;26011.4696157754;27983.7503817847;73012240735.05;545719315434.05;"2023-09-25T00:00:00.000Z"
